label,centroid
198,"[-1.90621164 -0.37668664  0.11137472 -0.75837593 -1.01441585  3.20804073
 -1.45538973 -1.03923024  2.01027745  1.06868864  1.7171402  -0.37643089
  1.07431564 -1.40069101 -0.1085668  -1.94070696  1.19532863 -0.62974477
 -0.78361043  0.8899462  -1.80293307  0.64275088  1.2206749  -0.13789625
 -0.06279002  1.38328825 -1.24473081  1.30221198 -1.49642824  1.21543219
  3.41697453 -3.39736699]"
199,"[-2.11271167  1.41199669 -1.69841954  0.67066843 -2.70231428  0.69611171
 -1.52236713 -1.5873288   2.178393   -0.63525685  2.45951468  1.61963491
  3.32514904  1.15893292  1.72607184 -1.47486227 -0.80504245 -2.34267438
  1.0090898  -1.28067092 -2.70058153 -1.74758461  0.48056687  2.01851104
 -1.75033669 -0.29047413 -0.54129591  2.78583264 -0.75149317 -1.31723785
  2.87859932 -2.51135854]"
200,"[-0.30642726  2.52691424 -2.88609644  0.56946368 -1.99885456 -0.95038141
  0.2807561   0.35345915  0.49929145 -2.39932952  0.86421719  1.89079326
  2.89325858  1.7180018   3.19647877 -0.27652385 -2.49270032 -3.57213242
  1.66067134 -2.91441634 -0.8184401  -2.63159881 -0.74512348  2.55687837
 -0.87742697 -1.46172694  0.853518    1.49991453  1.39797149 -1.94499062
  0.65801414  0.08630962]"
201,"[ 2.1171813   0.33678246 -0.29677987 -1.41298914  1.31006837  0.9560256
  2.200773    3.10706568 -1.9422797  -0.71097147 -2.60621119 -0.97596705
 -1.42841423 -1.77603102  0.63778961  0.59465456 -0.61872977 -1.5081327
 -0.50476044 -0.11368927  2.861763    1.00060487 -0.51200193 -0.7754674
  3.32182074 -0.14951786  1.35493565 -2.65576124  1.54265332  1.95801771
 -1.37358272  1.93170929]"
202,"[-4.01839125 -3.78039653  3.63683393  2.09844294  2.8794977   1.5443225
 -3.58048801 -3.44913192  3.93316472  4.03510569 -1.14387876 -3.81022382
 -2.91150234 -4.60390124 -3.64388336 -4.27507983  4.2688665   3.16815313
 -3.52443526  4.2448779   0.44553576  4.50864605  4.17322237 -3.99684303
 -0.7831924   4.56676735 -3.97825233  2.66029134 -4.32271305  4.33162826
 -0.11541997 -0.68299317]"
203,"[-2.02239503 -1.30550766  1.10009236 -0.79285526  0.00486787  3.67889277
 -1.65999995 -1.125446    2.11261559  1.88974868  1.03107791 -1.41012107
 -0.1290729  -2.56704797 -1.10799694 -2.33176062  2.16686567  0.35105885
 -1.62871064  1.9216796  -1.15313032  1.85162417  1.7662629  -1.27999221
  0.4110388   2.24326727 -1.78719309  1.00525771 -1.99870067  2.3606169
  2.94632996 -3.1822478 ]"
204,"[ 0.61174598  0.13920319 -0.3033931  -2.71515808 -0.49103003  3.2929863
  0.69972057  1.81924152 -0.09543446 -0.24615159 -0.26663036 -0.45656772
  0.27897887 -1.87390213  1.02028017 -0.40176382  0.24035237 -2.38481331
 -0.68841543  0.26441455  0.33444788  0.62079544 -0.49932837 -0.18560618
  2.09829731  0.37054596  0.01693632 -0.95643225  0.54965234  1.85946846
  1.82009983 -1.37053623]"
205,"[-3.63520587 -3.36962339  3.23117971  1.45330899  2.38337461  2.15230378
 -3.21542457 -2.95256151  3.57302955  3.69249031 -0.76818439 -3.45179246
 -2.47397638 -4.36770768 -3.2441487  -3.93733265  3.98075778  2.67510297
 -3.25710174  3.89633317  0.19296661  4.13410487  3.74521169 -3.58764255
 -0.42687654  4.19632175 -3.59763932  2.27582023 -3.91508435  4.11473271
  0.52439324 -1.24781799]"
206,"[ 1.56735393  0.1064495  -0.20827719 -2.59055192  0.42018795  2.59797178
  1.66028377  2.97800473 -1.20173563 -0.52756837 -1.65073245 -0.87855625
 -0.68095459 -2.16816493  0.9595153   0.18547482 -0.11241644 -2.27854034
 -0.76026065  0.17756827  1.76018088  1.06524038 -0.65563502 -0.674607
  3.18099703  0.14401901  0.71697467 -2.11009026  1.21378476  2.31473541
  0.2727249   0.22981451]"
208,"[ 2.44284087  2.0060281  -2.25282742 -1.94121669 -0.04969185  0.19916536
  2.69138659  3.69893822 -1.96703603 -2.84282215 -1.72169671  0.39267804
  0.38597279 -0.21116273  3.1978572   1.11599548 -2.43254001 -3.92525101
  0.65243516 -2.467583    2.06861026 -1.2977738  -1.98518372  1.09920047
  2.27218833 -1.54149232  1.86863474 -1.89007143  3.26243709  0.07584159
 -0.93943038  1.91017811]"
209,"[ 0.76883912 -1.13089237  1.1516963  -1.83305817  1.31821718  2.93630428
  0.87494802  2.17670746 -0.70570765  0.98331738 -1.99092827 -1.93337307
 -1.79180679 -3.25997543 -0.76016741 -0.50247588  1.2596859  -0.51028652
 -1.67441578  1.70391579  2.0510807   2.62250519  0.63809633 -2.03056316
  3.40575714  1.30642843 -0.00758241 -2.00638695 -0.15044355  3.55444679
  0.01709187  0.08386233]"
210,"[ 1.13806715 -0.53227353  0.48579693 -2.30492535  0.81076202  2.91463928
  1.21696873  2.52503929 -0.89212866  0.27808199 -1.72170944 -1.39547424
 -1.18601303 -2.7420639   0.08163401 -0.18402512  0.6372179  -1.40867434
 -1.2341013   0.99878645  1.81019859  1.85034752 -0.01259858 -1.33719625
  3.27277679  0.7623076   0.30355508 -2.03192978  0.48651047  2.95643158
  0.30447993 -0.00912326]"
211,"[ 4.35911122e-01  1.45705212e+00 -1.71960292e+00 -1.65560060e+00
 -1.48582818e+00  1.52513224e+00  7.06354927e-01  1.60376818e+00
 -6.23828348e-05 -1.51683953e+00  2.11737745e-01  7.85336551e-01
  1.76118862e+00 -1.70092961e-01  2.44077458e+00 -1.91119264e-01
 -1.23045574e+00 -3.59315356e+00  4.67770128e-01 -1.39122402e+00
 -1.83262292e-01 -1.04483133e+00 -9.57241058e-01  1.30032337e+00
  9.93004518e-01 -7.36559139e-01  5.74900122e-01  1.07529505e-02
  1.27156022e+00  1.39673612e-01  1.42892512e+00 -7.06150223e-01]"
212,"[ 0.47257168  2.45412609 -2.80614689 -0.12797522 -1.48466887 -0.6816723
  0.98480606  1.3599344  -0.1981953  -2.62397439  0.11649009  1.51581546
  2.25533744  1.22137506  3.32946341  0.11867206 -2.57441739 -3.81935419
  1.42281846 -2.89021056  0.00864251 -2.33093507 -1.14206614  2.21254676
  0.00857097 -1.53779847  1.18467208  0.56818179  2.00520229 -1.41305556
  0.18241632  0.65683549]"
213,"[ 3.49298286  3.54897054 -3.33495172 -0.23120793  1.11529851 -2.039035
  3.7081515   2.72578271 -3.27137788 -3.64188099 -2.61986224  1.53212802
 -0.39973164  1.1176157   3.10007445  1.74775791 -3.63405927 -2.72928969
  2.00375557 -3.48720105  3.3876578  -2.76323922 -2.45553128  2.43381357
  1.40118663 -2.56167841  3.41209189 -2.69046879  3.58701611 -1.83883413
 -2.36856413  3.59941483]"
214,"[-4.07759191 -3.8459152   3.7020762   2.20754058  2.9617325   1.43384233
 -3.63763466 -3.52988405  3.98954251  4.08772452 -1.20861218 -3.86662428
 -2.9829231  -4.63738782 -3.70672607 -4.32657401  4.31145236  3.24810984
 -3.56505614  4.29833637  0.48989926  4.56643831  4.24044645 -4.06173552
 -0.84432723  4.6232914  -4.03827909  2.7232413  -4.38615475  4.36196899
 -0.22912998 -0.58046495]"
215,"[ 1.46610572  3.291369   -0.3840482   3.24438407  4.31881991 -2.85404049
  0.60382596 -2.91131626 -1.25183634  0.48811319 -4.16702583  3.61962266
 -2.8411945   3.84280673 -1.42277102  3.81568597  0.04798267  2.5199956
  4.60950747  1.09274058  3.97871746 -0.34048885 -4.20051887  1.82705151
 -1.83229949 -4.08726224  1.27510435 -1.08638417 -1.58062155 -1.77215351
 -4.44642986  0.24817926]"
216,"[ 2.78187879  3.92251746 -1.90210565  2.26300335  3.41320483 -3.18272845
  2.30788215 -0.8830092  -2.54913664 -1.41622416 -3.87329642  3.17747053
 -2.10384003  3.07279587  0.38154423  3.09619204 -1.82293383  0.72004151
  3.96676318 -1.06098016  4.26973152 -1.80146519 -3.66252772  2.57047462
 -0.70214566 -3.74665991  2.76466529 -2.10960309  0.60341501 -2.42556238
 -3.9604098   2.24375502]"
217,"[-3.70297511 -3.44027108  3.3009355   1.56168921  2.46739539  2.05521232
 -3.27946856 -3.03710066  3.63564337  3.75305633 -0.83158807 -3.5154257
 -2.54907787 -4.41196239 -3.3140045  -3.99755569  4.03332229  2.7596803
 -3.30591568  3.95801196  0.236277    4.20080359  3.82080992 -3.65915685
 -0.48538493  4.26178601 -3.66412104  2.34137669 -3.98614751  4.15608516
  0.41875497 -1.15574771]"
218,"[-1.8196299  -0.60787333  0.35496969 -0.94820599 -0.75416604  3.48416792
 -1.39946653 -0.92365319  1.93299835  1.27134961  1.56752653 -0.6498705
  0.73756884 -1.73250315 -0.35058267 -1.9571938   1.43768373 -0.38905973
 -1.0141969   1.15896272 -1.62043155  0.95710202  1.29061026 -0.43448787
  0.18736316  1.58156523 -1.31018954  1.05942302 -1.5508331   1.54244824
  3.40347664 -3.42835282]"
219,"[-1.87506319 -1.02911025  0.80456186 -0.94322263 -0.29859122  3.67566974
 -1.50189023 -0.97841859  1.98127042  1.64304215  1.25693737 -1.11163839
  0.2010935  -2.25460874 -0.80858333 -2.14150023  1.87929809  0.05966978
 -1.38328855  1.6240431  -1.33368937  1.50176503  1.53820918 -0.94703537
  0.39082938  1.97544294 -1.56493642  0.94205944 -1.77927457  2.05090743
  3.17473231 -3.32420858]"
220,"[-2.15533272  0.7274991  -1.0209914   0.13253612 -2.16174416  1.74165219
 -1.60331513 -1.47080468  2.23018234  0.05680961  2.29358335  0.89606038
  2.574649    0.18802866  1.03425867 -1.7438452  -0.00442556 -1.73409371
  0.32299004 -0.42532386 -2.50090977 -0.85077555  0.81065162  1.23619968
 -1.17644313  0.38334493 -0.86906214  2.33518957 -1.12284126 -0.35298645
  3.24791355 -3.01218727]"
221,"[ 2.39778812  2.0419134  -2.29292297 -1.83803192 -0.07129427  0.09231927
  2.65984139  3.62554521 -1.93455476 -2.87376022 -1.69448075  0.44061727
  0.43189118 -0.13175494  3.22286254  1.10774877 -2.47545418 -3.9187088
  0.70763529 -2.52059467  2.0360775  -1.35822223 -1.96860959  1.14869206
  2.17897987 -1.56630237  1.86998235 -1.80800951  3.24953901 -0.01047433
 -0.97653367  1.9400378 ]"
222,"[-0.23549306 -1.44738519  1.43617833 -1.54788089  1.04450798  3.34151697
 -0.07155184  1.03388214  0.31117582  1.52710247 -1.16714513 -1.97883499
 -1.46964169 -3.36853361 -1.11144733 -1.22506392  1.86292756 -0.0709111
 -1.87486804  2.07372022  1.15971756  2.71222496  1.12500978 -2.06695652
  2.50806236  1.82563734 -0.77941465 -0.996979   -0.97986042  3.50482631
  0.90039027 -0.94859672]"
223,"[ 2.28038743  1.75431016 -1.99303055 -2.28508355 -0.18396891  0.80093704
  2.48408104  3.63979048 -1.76603508 -2.52028656 -1.5673726   0.26665884
  0.41283139 -0.51667943  2.99550427  0.94336633 -2.07152176 -3.92788562
  0.43005349 -2.07623201  1.85853341 -0.9954595  -1.88806579  0.91911619
  2.41758145 -1.31563961  1.6440423  -1.86508123  2.97604191  0.43894605
 -0.48312423  1.42655025]"
224,"[ 2.77716668  1.90007782 -1.27043621 -0.46774558  1.6348416  -0.73275733
  2.67781226  2.20327187 -2.49622726 -1.51837031 -2.87909603  0.47342873
 -1.29021279 -0.12646155  1.08936683  1.36461878 -1.57511028 -1.34280046
  0.94923155 -1.08146636  3.4143664  -0.51807022 -1.56329505  0.71545315
  2.09219488 -1.46584431  2.24987952 -2.64737542  1.83941269  0.07373361
 -2.13239129  2.62688208]"
225,"[-2.00596221  0.05845024 -0.34027497 -0.44075656 -1.47590542  2.67500846
 -1.51381461 -1.19405039  2.10342439  0.66992164  1.94591204  0.12354214
  1.67274157 -0.79541532  0.35278344 -1.87238344  0.72935462 -1.09649475
 -0.35741115  0.3804028  -2.08046277  0.06104162  1.05560748  0.40444605
 -0.48252074  0.99763823 -1.09955867  1.70428387 -1.34841776  0.62084627
  3.38216146 -3.27262719]"
226,"[ 0.61072713 -1.27526736  1.30857635 -1.65666485  1.43769634  2.8929069
  0.7325666   2.01598644 -0.59282887  1.15416241 -2.03424597 -2.06422806
 -1.92066646 -3.37656569 -0.95984858 -0.63025534  1.41962123 -0.28657761
 -1.78223932  1.85502005  2.07603598  2.78999543  0.81901789 -2.18431163
  3.34810948  1.45583785 -0.13296853 -1.90650499 -0.33498177  3.66981769
 -0.05068164  0.10280329]"
227,"[ 2.85890732  2.59849949 -2.75488014 -1.29928017  0.36529157 -0.73813009
  3.14438     3.55038071 -2.480966   -3.30247231 -2.08612957  0.76659942
  0.13765604  0.31265407  3.34239883  1.3784646  -3.02402668 -3.64711456
  1.15777283 -3.02990704  2.56713486 -1.90109921 -2.19701252  1.58215771
  1.99785786 -1.95394897  2.45770245 -2.16975002  3.59358292 -0.65527492
 -1.58850641  2.66510067]"
228,"[-1.90018986 -1.07362959  0.85241318 -0.91311469 -0.24327688  3.66790743
 -1.52620457 -1.00168532  2.00481782  1.68284183  1.21474104 -1.16594378
  0.13915252 -2.30743352 -0.8579683  -2.17163962  1.92459587  0.10849789
 -1.42957037  1.67139647 -1.29604071  1.56128678  1.57854546 -1.00600137
  0.39459999  2.01727719 -1.600503    0.95165528 -1.81728151  2.10542905
  3.13356527 -3.29352513]"
230,"[ 0.81752368  0.43684067 -0.61286388 -2.76621628 -0.67006392  3.04441183
  0.90951375  2.07188079 -0.28301895 -0.61723877 -0.32282563 -0.22186094
  0.50179998 -1.59377906  1.39587425 -0.19779971 -0.12682099 -2.80463836
 -0.46304161 -0.10104019  0.38593665  0.2883634  -0.76454858  0.10105679
  2.11775769  0.0553866   0.24493708 -1.01029015  0.88075228  1.60296474
  1.69840162 -1.15224883]"
231,"[-2.1834912   0.77023928 -1.06252715  0.19709858 -2.2158306   1.65925669
 -1.62687825 -1.51444599  2.25252267  0.02201989  2.3293308   0.95318648
  2.64592849  0.26698623  1.07268205 -1.7417253  -0.05141455 -1.76295879
  0.37632361 -0.47993181 -2.54486279 -0.91572278  0.80387692  1.2946395
 -1.24527066  0.34300862 -0.86272528  2.39959947 -1.12162178 -0.43086868
  3.23454356 -2.99540001]"
232,"[ 0.67121035  2.45957743 -2.81348334 -0.24381703 -1.34227176 -0.67595317
  1.17237854  1.57976922 -0.38293177 -2.70116916 -0.07179129  1.44296638
  2.09314067  1.14115304  3.36274109  0.22440198 -2.62658691 -3.84778069
  1.39778739 -2.91933153  0.21627549 -2.291323   -1.23537852  2.15354106
  0.19066811 -1.57165392  1.28436389  0.34715824  2.16510383 -1.3376052
  0.02846479  0.82968597]"
233,"[ 2.0695922   1.41116551 -1.62432575 -2.68418067 -0.32295016  1.53234959
  2.20779555  3.50901576 -1.51479544 -2.08397075 -1.37419183  0.09238209
  0.40610978 -0.89881556  2.68051583  0.73968915 -1.58130537 -3.84584999
  0.14638434 -1.54937594  1.60161277 -0.59621763 -1.73989228  0.66887426
  2.56845474 -1.01933302  1.34087903 -1.82480907  2.57871519  0.88865886
  0.05739994  0.82626901]"
234,"[ 3.29968238  4.11286211 -2.60015249  1.64324391  2.76493287 -3.16747689
  3.05488753  0.2249226  -3.09800649 -2.35140657 -3.57769418  2.80888438
 -1.5983485   2.56304002  1.30892181  2.65954828 -2.67838383 -0.30719161
  3.47595763 -2.10947514  4.23908567 -2.4436152  -3.24769592  2.81680369
 -0.08419409 -3.4704845   3.36418819 -2.51224875  1.71684623 -2.6174221
 -3.56013942  3.08328915]"
235,"[ 1.14130969  1.54725121 -1.8044248  -1.98456058 -1.02949782  1.35358975
  1.36293277  2.41646328 -0.65596276 -1.8749501  -0.47322495  0.58132172
  1.27395156 -0.35425892  2.66041874  0.22799085 -1.50732442 -3.79336878
  0.425275   -1.59884097  0.58601003 -0.98444944 -1.33055981  1.14286155
  1.59239764 -0.94457709  0.95955008 -0.71367625  1.91108559  0.32817676
  0.74496295  0.05947931]"
236,"[-2.12653613  0.48373197 -0.77540623 -0.05274159 -1.92164817  2.07309803
 -1.59313042 -1.40050074  2.20877508  0.28821384  2.18869793  0.62182725
  2.26433438 -0.15998631  0.78340547 -1.8080507   0.26648499 -1.49375084
  0.07943694 -0.13138468 -2.3737046  -0.52437039  0.91405419  0.94112658
 -0.95132253  0.61386177 -0.96506364  2.13501159 -1.22417393 -0.0105186
  3.31092425 -3.123813  ]"
237,"[ 3.65519756  4.18885721 -3.11411389  1.06981958  2.18699502 -3.05134974
  3.60502954  1.14657459 -3.47405552 -3.06966029 -3.28749579  2.45330213
 -1.15570852  2.09952442  2.05905749  2.2682159  -3.31468201 -1.17443476
  3.02332491 -2.90639785  4.14380666 -2.89526429 -2.8840064   2.95870271
  0.4400959  -3.19090745  3.77850878 -2.79072385  2.59376918 -2.69503454
 -3.16691507  3.68115276]"
238,"[ 0.14295791  2.49999142 -2.86450481  0.17533737 -1.70142365 -0.82063236
  0.69270096  0.93467407  0.10319663 -2.5557169   0.42527375  1.68786716
  2.54228649  1.44540577  3.31161919 -0.05346241 -2.56521339 -3.7530468
  1.54710855 -2.92556839 -0.34004943 -2.47742233 -0.98945427  2.38301868
 -0.38090241 -1.51243143  1.05107527  0.9799099   1.76599026 -1.6512413
  0.37618277  0.4348381 ]"
239,"[-1.2859815  -0.30419129  0.07310978 -1.33839117 -0.89177549  3.34105719
 -0.94577172 -0.35584668  1.52457864  0.81765048  1.26407787 -0.40581694
  0.8774108  -1.57620621  0.10597159 -1.57247253  1.03733054 -1.03565307
 -0.79998607  0.81731733 -1.2940058   0.69553048  0.8046043  -0.17995514
  0.49218777  1.19074767 -0.97265643  0.7503312  -1.06243769  1.4256689
  3.12140801 -2.98961748]"
240,"[-1.08689557  2.47841691 -2.82162059  1.16160641 -2.44808752 -1.07568302
 -0.44772689 -0.64825659  1.1974589  -2.05703227  1.59334414  2.15670707
  3.41539903  2.09020464  2.93599978 -0.67311246 -2.26932479 -3.21609867
  1.80027274 -2.77871334 -1.61530027 -2.79530959 -0.31436859  2.77345438
 -1.68731944 -1.30315804  0.45903732  2.36873442  0.71854002 -2.32818765
  1.17707963 -0.55367094]"
241,"[ 3.44628763  3.41552377 -3.22921109 -0.43414414  0.98170155 -1.84412086
  3.638309    2.86044502 -3.20864701 -3.56533003 -2.54273319  1.39524817
 -0.33108529  0.97770846  3.08243656  1.73508775 -3.51641798 -2.85019875
  1.85728168 -3.38496232  3.30083847 -2.62096071 -2.41260862  2.30336475
  1.52701128 -2.48055482  3.28928995 -2.67517257  3.60070634 -1.64507091
 -2.24495173  3.4755702 ]"
242,"[ 1.65101433  0.81699953 -0.98451738 -3.06929779 -0.4327002   2.54659691
  1.71726246  3.08476582 -1.06836672 -1.32500753 -1.06164837 -0.17854614
  0.29832749 -1.46456547  2.02702217  0.37450142 -0.77311554 -3.44917755
 -0.26794429 -0.68258319  1.16823063  0.03977901 -1.38364449  0.23374517
  2.65747929 -0.48687372  0.83035316 -1.69026279  1.80207081  1.51069546
  0.83621817 -0.10299742]"
243,"[-2.09101228  1.55282876 -1.84248647  0.81436613 -2.75875362  0.44386285
 -1.48846349 -1.61039857  2.15640013 -0.78805284  2.4546115   1.75458994
  3.44111092  1.35355365  1.86546633 -1.41546212 -0.97949637 -2.44151257
  1.15231139 -1.46509195 -2.69580915 -1.92496023  0.41918675  2.16738769
 -1.86597578 -0.4207161  -0.46480717  2.86484921 -0.66132718 -1.51597891
  2.74158084 -2.35605695]"
244,"[-1.74579792 -2.07525177  1.99203892 -0.45161586  1.25403996  3.15179558
 -1.44054317 -0.67002125  1.74380264  2.35675697 -0.56044803 -2.38566856
 -1.50516834 -3.60367126 -1.85467415 -2.35886211  2.67978973  0.94197407
 -2.31698227  2.6778616   0.35396354  3.06673012  2.14980984 -2.44484901
  1.18698788  2.71785812 -1.91100006  0.45549426 -2.18771172  3.5587059
  1.28542681 -1.59701614]"
245,"[ 1.76081727  0.8929576  -1.06545058 -3.03078357 -0.37151974  2.39504311
  1.84483858  3.20984962 -1.18906134 -1.44323167 -1.16750188 -0.16404408
  0.26125227 -1.41080388  2.12276303  0.44200667 -0.90078623 -3.4976387
 -0.21783022 -0.8076973   1.2911266  -0.01665342 -1.44028681  0.26674841
  2.70819959 -0.56460974  0.93735435 -1.77360067  1.94014896  1.44842026
  0.66299057  0.09554488]"
246,"[ 0.26811024  1.72401927 -2.01612487 -1.17356873 -1.63646228  0.97972562
  0.61132057  1.33903973  0.12206976 -1.7402913   0.36866804  1.0587605
  2.06387975  0.26099544  2.66341928 -0.22132659 -1.53539731 -3.66351788
  0.74988402 -1.75536464 -0.34566531 -1.42382739 -0.93286309  1.61742269
  0.57245266 -0.91487466  0.64401172  0.35840071  1.31873278 -0.33155423
  1.2870055  -0.54462888]"
247,"[ 2.67347527  3.86966968 -1.76792955  2.36620998  3.51139569 -3.17240262
  2.15736294 -1.07274055 -2.43431354 -1.24193573 -3.91012669  3.22652578
 -2.1782074   3.15117288  0.21951494  3.16696763 -1.65963995  0.88863325
  4.0364399  -0.87104326  4.24871254 -1.67346013 -3.7199626   2.50856614
 -0.8101002  -3.78562379  2.63151503 -2.01917481  0.40857831 -2.37504363
 -4.02048445  2.07651353]"
248,"[ 3.58800634  4.1752989  -3.0249265   1.15833537  2.27155495 -3.05416764
  3.50493622  0.98319393 -3.41479683 -2.94383346 -3.32806587  2.51332664
 -1.22762913  2.17761485  1.92406231  2.33769777 -3.19718658 -1.02034622
  3.09726122 -2.76169523  4.15046014 -2.81384193 -2.94215838  2.93444443
  0.35153389 -3.24191284  3.70565457 -2.74447632  2.43576622 -2.67750507
 -3.22501331  3.56195153]"
249,"[ 1.06833847  0.04800382 -0.18240129 -2.88419137 -0.11285876  3.22800651
  1.12113586  2.37067252 -0.58200477 -0.30555184 -0.86360132 -0.68270529
 -0.17546005 -2.12915039  0.97690061 -0.14649406  0.20371709 -2.36895297
 -0.79118692  0.34395632  0.9407309   0.90402324 -0.61619524 -0.452783
  2.6441759   0.31119383  0.27032537 -1.52372169  0.81313852  2.17879295
  1.2399182  -0.78672629]"
